,Record #,Vessel Terms,Feature Type,Lat,Lng,GP Quality
5495,10725,UNKNOWN,Wreck - Visible,29.491706,-94.910211,High
5496,11113,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.7975,-95.3275,Poor
5497,11804,EMUNE,Wreck - Visible,28.968611,-89.351389,Low
5498,11810,MARVINA,"Wreck - Submerged, nondangerous",28.733578,-89.396711,Poor
5499,11811,CHARLES MIKE,"Wreck - Submerged, nondangerous",28.9469,-89.23088100000001,Poor
5500,11812,FULL COUNT,"Wreck - Submerged, nondangerous",28.85,-89.1,Poor
5501,10775,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.62,-94.961667,Low
5502,10780,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.727753000000003,-95.257575,Med
5503,11151,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.287211,-90.167011,Poor
5504,11152,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.281864000000002,-90.158411,Poor
5505,11154,LITTLE NELL,"Wreck - Submerged, dangerous to surface navigation",30.245833,-90.116667,Poor
5506,11159,BARGE,"Wreck - Submerged, dangerous to surface navigation",30.1562,-90.06573900000001,Low
5507,11160,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.138533000000002,-90.14174200000001,Low
5508,11491,PT. BROWNSVILLE,"Wreck - Submerged, dangerous to surface navigation",26.005914,-97.275253,Low
5509,10427,UNKNOWN,Wreck - Visible,27.846667,-97.1525,High
5510,10428,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.866667,-97.05,Low
5511,10429,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.881944,-97.145833,Med
5512,10431,UNKNOWN,Wreck - Visible,28.022194,-97.047167,High
5513,10432,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.041971999999998,-97.020278,Low
5514,10434,UNKNOWN,Wreck - Visible,28.1,-97.0,Poor
5515,10435,ROSE MIST,"Wreck - Submerged, dangerous to surface navigation",28.055305999999998,-97.121944,Med
5516,10795,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.925569,-94.311903,High
5517,10802,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.004969,-94.21673100000001,High
5518,11163,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.1202,-90.15674200000001,Poor
5519,11497,UNKNOWN,Wreck - Visible,28.947119,-95.327489,Low
5520,11503,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.3754,-94.8926,Low
5521,11504,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.363378000000004,-94.911403,High
5522,10436,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.091110999999998,-97.209722,Med
5523,10437,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.125,-97.1375,Low
5524,10439,UNKNOWN,Wreck - Visible,27.915916999999997,-97.082194,High
5525,10822,CAPT TONY PETER,"Wreck - Submerged, dangerous to surface navigation",29.338292,-94.649744,Low
5526,10840,BARGE,"Wreck - Submerged, dangerous to surface navigation",29.444661,-93.235431,High
5527,10868,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.924971999999997,-89.966139,Poor
5528,10870,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.923667,-89.9775,Low
5529,10871,YETTA,"Wreck - Submerged, dangerous to surface navigation",29.932444,-89.989639,Poor
5530,10872,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.937306,-89.999639,Low
5531,10875,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.938889,-90.005944,Low
5532,10876,BRANDT EYMARD,"Wreck - Submerged, dangerous to surface navigation",29.944083000000003,-90.003125,Low
5533,11541,BAYOU BROAD,"Wreck - Submerged, dangerous to surface navigation",29.650221999999996,-93.82516700000001,Low
5534,11542,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.66,-93.83166700000001,Low
5535,11543,GO FOR BROKE,"Wreck - Submerged, dangerous to surface navigation",29.665489,-93.832839,Low
5536,11547,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.741878000000003,-93.88016400000001,Low
5537,11549,UNKNOWN,Wreck - Visible,29.76225,-93.904519,Low
5538,11550,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.763281,-93.90765,Low
5539,11558,NEVA JUNE,"Wreck - Submerged, dangerous to surface navigation",29.965742,-93.856831,High
5540,10877,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.943528000000004,-90.013403,Low
5541,10878,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.944722,-90.014083,Poor
5542,10879,CALCO,"Wreck - Submerged, dangerous to surface navigation",29.945194,-90.01590300000001,Low
5543,10881,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.958056,-90.035,Low
5544,10883,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.954833,-90.03872199999999,Poor
5545,10884,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.956944,-90.042778,Low
5546,10885,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.960278000000002,-90.04388900000001,Low
5547,10886,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.956861,-90.04840300000001,Low
5548,10887,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.96,-90.053889,Low
5549,10888,UNION FAITH,"Wreck - Submerged, dangerous to surface navigation",29.945194,-90.05895799999999,Low
5550,10889,CYNTHIA W,"Wreck - Submerged, dangerous to surface navigation",29.945194,-90.057292,Poor
5551,10890,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.935,-90.059444,Low
5552,10891,KITTYWAKE,"Wreck - Submerged, dangerous to surface navigation",29.934110999999998,-90.055361,Med
5553,10892,JACK,"Wreck - Submerged, dangerous to surface navigation",29.933861,-90.055903,Low
5554,10893,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.933000000000003,-90.056472,Med
5555,10894,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.933333,-90.055611,Poor
5556,10895,POINT LANDING VI,"Wreck - Submerged, dangerous to surface navigation",29.924556,-90.06647199999999,Low
5557,10896,N906,"Wreck - Submerged, dangerous to surface navigation",29.922971999999998,-90.06258299999999,Low
5558,10898,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.911111,-90.088611,Med
5559,10901,MISTER ED,"Wreck - Submerged, dangerous to surface navigation",29.909639000000002,-90.12866700000001,Low
5560,10902,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.914167,-90.133333,Low
5561,10903,HAZEL W,"Wreck - Submerged, dangerous to surface navigation",29.920194,-90.136444,Med
5562,10904,GAZOO,"Wreck - Submerged, dangerous to surface navigation",29.936944,-90.137222,Med
5563,10905,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.94,-90.138667,Low
5564,10906,RIVER FLEETS,"Wreck - Submerged, dangerous to surface navigation",29.941028000000003,-90.138389,Low
5565,10909,LADY D,"Wreck - Submerged, dangerous to surface navigation",28.808586,-95.30855,Poor
5566,11562,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.008544,-93.76266700000001,Med
5567,11564,UNKNOWN,Wreck - Visible,30.076175,-93.72164699999999,High
5568,11565,UNKNOWN,Wreck - Visible,30.079144,-93.725486,High
5569,11567,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.080214,-93.72740300000001,High
5570,11569,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.082075,-93.732114,Low
5571,11581,EVE,"Wreck - Submerged, dangerous to surface navigation",29.768725,-93.34670799999999,Low
5572,11582,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.805922,-93.348361,Med
5573,11583,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.841081,-93.34893100000001,Poor
5574,11585,UNKNOWN,Wreck - Visible,29.930711,-93.338386,Low
5575,10910,ALLEY CAT,"Wreck - Submerged, dangerous to surface navigation",28.760210999999998,-95.271908,High
5576,10914,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.634364,-95.201847,High
5577,10917,UNKNOWN,"Wreck - Submerged, nondangerous",28.63175,-95.081639,Poor
5578,10919,TITAN,"Wreck - Submerged, dangerous to surface navigation",28.584258000000002,-95.014372,Poor
5579,10922,ATHENE,"Wreck - Submerged, dangerous to surface navigation",28.723583,-94.941869,Poor
5580,11593,UNKNOWN,Wreck - Visible,30.098611,-93.32777800000001,Low
5581,11594,UNKNOWN,Wreck - Visible,30.11,-93.335,Low
5582,11597,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.210989,-93.260067,Low
5583,11599,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.225741999999997,-93.25393100000001,High
5584,10930,JIMBO,"Wreck - Submerged, dangerous to surface navigation",28.916914000000002,-95.250214,Poor
5585,10931,FREE SPIRIT,"Wreck - Submerged, dangerous to surface navigation",28.935246999999997,-95.238547,Poor
5586,10934,SOLIDEZ,"Wreck - Submerged, dangerous to surface navigation",26.415916999999997,-96.923583,Poor
5587,10936,LITTLE ELIJAH,"Wreck - Submerged, nondangerous",26.300294,-96.933575,Poor
5588,10939,SEA GULL,"Wreck - Submerged, dangerous to surface navigation",28.969596999999997,-94.660547,High
5589,10945,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.493610999999998,-95.725258,Poor
5590,10946,GLORIA B,"Wreck - Submerged, dangerous to surface navigation",28.525,-95.366667,Poor
5591,10947,UNKNOWN,"Wreck - Submerged, nondangerous",28.516666999999998,-95.366667,Poor
5592,11620,JAMES I,"Wreck - Submerged, nondangerous",28.800241999999997,-89.42504699999999,Poor
5593,11622,RELIANCE SEAHORSE,"Wreck - Submerged, dangerous to surface navigation",28.887778000000004,-89.435556,Low
5594,10949,ROSIE B,"Wreck - Submerged, dangerous to surface navigation",28.081667,-96.38166700000001,Poor
5595,10951,LAURA,"Wreck - Submerged, nondangerous",28.112806,-96.246161,High
5596,10961,TEACHERS PET,"Wreck - Submerged, dangerous to surface navigation",27.725,-96.99333299999999,Poor
5597,10965,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.932778000000003,-96.583333,Poor
5598,176,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.609481,-97.110264,Low
5599,177,UNKNOWN,Not Charted,27.610303000000002,-96.110236,Low
5600,182,EMPRESS,"Wreck - Submerged, dangerous to surface navigation",27.666978000000004,-97.083597,Low
5601,185,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.703642,-97.091931,Low
5602,186,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.718771999999998,-96.975875,High
5603,190,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.776971999999997,-97.05193100000001,Low
5604,191,ATLANTA,"Wreck - Submerged, dangerous to surface navigation",27.779472,-97.093875,Med
5605,195,DE RAIL,"Wreck - Submerged, dangerous to surface navigation",27.826969000000002,-97.031931,Med
5606,201,BLUE BONNET,"Wreck - Submerged, dangerous to surface navigation",27.950296999999996,-96.80026099999999,Low
5607,208,UNKNOWN,"Wreck - Submerged, nondangerous",28.000294,-96.770261,Low
5608,211,GULF OIL,"Wreck - Submerged, nondangerous",28.166921999999996,-89.800044,Low
5609,212,UNKNOWN,Not Charted,28.171953000000002,-96.666925,Med
5610,214,UNKNOWN,Not Charted,28.183619,-96.358583,Low
5611,218,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.237453000000002,-96.606925,Med
5612,223,LADY LILLIAN,"Wreck - Submerged, dangerous to surface navigation",28.300271999999996,-95.466892,Low
5613,226,SALTDOME NO.1,"Wreck - Submerged, dangerous to surface navigation",28.351669,-96.381639,Low
5614,227,FIRST MATE,,28.36315,-94.807725,High
5615,228,UNKNOWN,"Wreck - Submerged, nondangerous",28.366946999999996,-96.383583,Low
5616,229,OAXACA,"Wreck - Submerged, dangerous to surface navigation",28.374128000000002,-96.186183,Low
5617,236,SINTPAT,,28.400260999999997,-94.9002,Low
5618,237,SMOKEY,Not Charted,28.400267,-95.300217,Low
5619,243,GULF PENN,"Wreck - Submerged, nondangerous",28.483581,-89.20003299999999,Low
5620,245,SADIE S,,28.500258000000002,-94.9002,Low
5621,246,HEREDIA,Not Charted,28.506908000000003,-90.99175600000001,Poor
5622,247,MISS ANITA,"Wreck - Submerged, dangerous to surface navigation",28.538589,-94.43685,Low
5623,248,R.W. GALLAGHER,Not Charted,28.541908000000003,-90.973422,Low
5624,249,CHIP,Not Charted,28.550269,-95.933575,Low
5625,251,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.578589,-94.550186,Low
5626,255,UNKNOWN,,28.600255999999998,-95.050206,Low
5627,259,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.623589000000003,-94.896867,Med
5628,262,ST LAURENT I,"Wreck - Submerged, dangerous to surface navigation",28.683589,-95.40021899999999,Low
5629,263,V TILEMAN,"Wreck - Submerged, dangerous to surface navigation",28.683591999999997,-95.461889,Low
5630,264,HALO,Not Charted,28.700239,-90.133403,Poor
5631,265,SHEHEROZADA,Not Charted,28.705233000000003,-91.383436,Low
5632,266,C-JACK I,"Wreck - Submerged, dangerous to surface navigation",28.708592,-95.568561,Med
5633,268,TRICIA F,"Wreck - Submerged, dangerous to surface navigation",28.716917,-94.700192,Low
5634,270,ANCIENT MARINER,"Wreck - Submerged, dangerous to surface navigation",28.733581,-93.10848100000001,Low
5635,275,GEORGE VANCOUVER,"Wreck - Submerged, dangerous to surface navigation",28.792578000000002,-95.347503,High
5636,276,BO-K,Not Charted,28.800253,-95.550225,Low
5637,279,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.811971999999997,-97.2286,Low
5638,282,UNKNOWN,Not Charted,28.833567,-92.166794,Low
5639,284,VIOLET GLADYS,Not Charted,28.833585999999997,-95.450222,Low
5640,285,SEA BIRD,Not Charted,28.851916999999997,-95.440219,Med
5641,287,CLIPPER,"Wreck - Submerged, dangerous to surface navigation",28.966911,-95.066872,Low
5642,289,BILLY P,Wreck - Visible,28.866916999999997,-95.366883,Low
5643,290,VIRGINIA,"Wreck - Submerged, dangerous to surface navigation",28.876905999999998,-89.458381,Low
5644,291,RAWLEIGH WARNER,"Wreck - Submerged, nondangerous",28.883567,-89.25004399999999,Low
5645,296,UNKNOWN,Not Charted,28.911346999999996,-89.426714,Low
5646,302,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.930244000000002,-95.086872,Low
5647,303,CAPTAIN PETE,Not Charted,28.930246999999998,-95.296881,Med
5648,305,YUMA,Not Charted,28.943569,-89.443381,Low
5649,306,ST MICHAEL,"Wreck - Submerged, dangerous to surface navigation",28.948578,-95.215211,Low
5650,308,PODUNK QUEEN,"Wreck - Submerged, dangerous to surface navigation",28.983578,-95.20020799999999,Low
5651,312,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.000244,-94.20017800000001,Low
5652,313,MARGATE,Not Charted,29.000244,-95.000203,Low
5653,314,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.028578000000003,-95.176875,High
5654,315,GLORIA COLITAUS,Not Charted,29.033575,-95.166875,Low
5655,316,UNKNOWN,,29.044491999999998,-95.16004699999999,High
5656,320,ARKANSAS,"Wreck - Submerged, dangerous to surface navigation",29.050241999999997,-95.133539,Low
5657,324,CITY OF TOLEDO,Not Charted,29.066892,-91.716786,Poor
5658,325,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.066908,-95.016869,Low
5659,327,CARIBE NO.500,Not Charted,29.115221999999996,-91.721786,Low
5660,330,PIONEER,Not Charted,29.133556,-91.698453,Low
5661,331,DR.H.E.WHITE,Not Charted,29.133567,-92.583475,Low
5662,342,EL VIVO,Not Charted,29.166894,-90.000069,Low
5663,343,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.166906,-94.091842,Low
5664,354,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.233572,-94.76686099999999,Low
5665,355,UNKNOWN,Not Charted,29.241611,-89.565892,Low
5666,356,UNKNOWN,Not Charted,29.245236,-94.853528,Low
5667,357,UNKNOWN,Not Charted,29.245889000000002,-94.85351700000001,High
5668,358,TONY S,"Wreck - Submerged, dangerous to surface navigation",29.250225,-89.833403,Med
5669,359,UNKNOWN,Not Charted,29.253569,-94.762692,Low
5670,360,UNKNOWN,,29.258667,-94.694639,High
5671,361,BARBARA JEAN,"Wreck - Submerged, dangerous to surface navigation",29.260225,-89.860069,Med
5672,362,GULF TIDE,"Wreck - Submerged, dangerous to surface navigation",29.263875,-93.65735600000001,High
5673,363,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.264681,-94.76741700000001,Low
5674,364,PEARL HARBOR,"Wreck - Submerged, dangerous to surface navigation",29.266336,-89.82395799999999,Low
5675,365,TERRY AND MIKE,"Wreck - Submerged, dangerous to surface navigation",29.273569000000002,-94.736858,Low
5676,368,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.288558000000002,-89.883903,Low
5677,369,UNKNOWN,Not Charted,29.288569,-94.786028,Low
5678,372,BESCO,Not Charted,29.298569,-94.671858,Poor
5679,373,LCT BESCO,Not Charted,29.299403,-94.67130300000001,Low
5680,374,LAST CHANCE,"Wreck - Submerged, dangerous to surface navigation",29.300221999999998,-89.816733,Low
5681,375,SC 1063,Not Charted,29.300235999999998,-94.783528,Low
5682,378,PEARL HARBOR,Not Charted,29.316889,-89.8234,Low
5683,381,UNKNOWN,Not Charted,29.324403000000004,-94.694358,Med
5684,6,AMATLAN,Not Charted,22.800386,-97.333433,Poor
5685,8,GRAM KIRK,"Wreck - Submerged, dangerous to surface navigation",28.415278000000004,-96.316914,Low
5686,11,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.096660999999997,-93.327667,Low
5687,22,GUNDERSEN,Not Charted,23.533692000000002,-92.583275,Low
5688,384,ATLANTIC,Not Charted,29.333558,-92.396803,Low
5689,386,POLARIS,Not Charted,29.356886,-91.916789,Low
5690,389,EDGAR F. CONEY,"Wreck - Submerged, dangerous to surface navigation",29.3669,-93.00015,Poor
5691,393,UNKNOWN,Not Charted,29.40855,-91.491778,Low
5692,394,UNKNOWN,Not Charted,29.440769,-91.29955,Med
5693,395,UNKNOWN,Not Charted,29.444231,-94.622192,Med
5694,396,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.447096999999996,-93.080986,High
5695,398,SHOAL HARBOR,Not Charted,29.450225,-92.61680799999999,Low
5696,399,GRACE C,,29.450233,-93.11681899999999,Med
5697,402,UNKNOWN,Not Charted,29.466896999999996,-94.555189,Low
5698,405,UNKNOWN,Not Charted,29.500214,-90.716756,Low
5699,406,A B L 92,Not Charted,29.500228000000003,-95.000203,Low
5700,407,UNKNOWN,Not Charted,29.517728,-94.321853,High
5701,419,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.633556,-93.88349699999999,Low
5702,420,UNKNOWN,Not Charted,29.641871999999996,-89.26671400000001,Low
5703,421,SAN SABA,Not Charted,29.658553,-94.016836,Low
5704,424,WA WA,,29.733553000000004,-93.700158,Poor
5705,425,DONNA MARIE,"Wreck - Submerged, dangerous to surface navigation",29.026911,-95.175208,Low
5706,426,LINDA,"Wreck - Submerged, dangerous to surface navigation",29.748556,-93.60015600000001,Low
5707,427,BELLE,Not Charted,29.753553000000004,-93.116814,Low
5708,428,DEWEY,"Wreck - Submerged, dangerous to surface navigation",29.763556,-93.436819,Low
5709,57,SURCEASE,Not Charted,24.667039000000003,-97.666883,Low
5710,74,ALKALINER,Not Charted,25.000322,-89.999911,Low
5711,434,GALVESTON USA,,29.916885999999998,-95.166875,Low
5712,83,SAN BLAS,Not Charted,25.433683,-95.550164,Low
5713,88,MOIRA,Not Charted,25.583689,-96.333536,Low
5714,766,MY BABY,Wreck - Visible,29.452994,-89.710897,Low
5715,110,PALMETTO,"Wreck - Submerged, dangerous to surface navigation",26.064244,-97.14496899999999,Low
5716,111,LITTLE CHRIS,"Wreck - Submerged, dangerous to surface navigation",26.064522,-97.144692,Med
5717,114,CUAHUHTEMOC,"Wreck - Submerged, dangerous to surface navigation",26.072022,-97.151358,Low
5718,120,COLUMBIA,"Wreck - Submerged, dangerous to surface navigation",26.167019,-97.150247,Low
5719,126,SAN PEDRO,Not Charted,26.317017,-97.166914,Poor
5720,129,CAPTAIN GENE,"Wreck - Submerged, dangerous to surface navigation",26.400346999999996,-97.016911,Low
5721,135,CAPTAIN READY,Not Charted,26.617008000000002,-97.21691899999999,Low
5722,136,BIG DADDY,Not Charted,26.617008000000002,-97.283586,Low
5723,786,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.965203000000002,-90.28035600000001,Low
5724,158,ANITA BRYANT,Not Charted,27.225322,-97.350261,Low
5725,168,UNKNOWN,"Wreck - Submerged, nondangerous",27.450317,-96.783586,Low
5726,169,UNKNOWN,"Wreck - Submerged, nondangerous",27.475314,-96.65025,Low
5727,171,ORION,Not Charted,27.500317,-97.3336,Low
5728,5406,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.697181,-96.210764,High
5729,5409,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.674025,-96.231156,Low
5730,5420,UNKNOWN,Wreck - Visible,28.610439000000003,-96.248933,High
5731,5421,UNKNOWN,Wreck - Visible,28.610439000000003,-96.24937800000001,High
5732,7111,UNKNOWN,Wreck - Visible,29.769546999999996,-95.07566899999999,High
5733,7113,UNKNOWN,Wreck - Visible,29.775271999999998,-95.07292199999999,High
5734,7114,UNKNOWN,Wreck - Visible,29.777096999999998,-95.072192,High
5735,7115,CHIPPY,Wreck - Visible,29.784558,-95.098003,High
5736,5443,GRAND PRIZE,"Wreck - Submerged, dangerous to surface navigation",28.449861,-96.400842,High
5737,7116,UNKNOWN,Wreck - Visible,29.779391999999998,-95.070483,High
5738,7117,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.780631,-95.07126099999999,High
5739,7118,UNKNOWN,Wreck - Visible,29.782994,-95.067489,High
5740,7119,UNKNOWN,Wreck - Visible,29.786891999999998,-95.072428,High
5741,7120,UNKNOWN,Wreck - Visible,29.791028000000004,-95.073094,High
5742,7124,UNKNOWN,Wreck - Visible,29.810964000000002,-95.085044,High
5743,7125,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.814819,-95.087161,High
5744,7126,UNKNOWN,Wreck - Visible,29.8163,-95.082194,High
5745,7127,UNKNOWN,Wreck - Visible,29.819544,-95.0776,High
5746,7128,UNKNOWN,Wreck - Visible,29.849389000000002,-95.096039,High
5747,5456,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.451944,-96.37025,Low
5748,5467,UNKNOWN,Wreck - Visible,28.432716999999997,-96.345325,High
5749,5468,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.433372,-96.345475,High
5750,5511,KAY C,"Wreck - Submerged, dangerous to surface navigation",28.538608,-96.358581,Low
5751,5802,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.171953000000002,-96.666925,Low
5752,5803,GULF KING 24,"Wreck - Submerged, dangerous to surface navigation",28.321946999999998,-96.42191899999999,Low
5753,5804,FAITHFUL LADY,"Wreck - Submerged, dangerous to surface navigation",28.405278000000003,-96.313581,Low
5754,5806,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.235703000000004,-96.606925,Low
5755,5807,MISS HAYES,"Wreck - Submerged, dangerous to surface navigation",28.31195,-96.446919,Low
5756,5808,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.183619,-96.358583,Low
5757,5810,MATAGORDA PILOT,"Wreck - Submerged, dangerous to surface navigation",28.409446999999997,-96.30358299999999,Low
5758,5811,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.416944,-96.316914,Low
5759,5812,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.455278000000003,-96.276358,Low
5760,5813,FLOSSIE R. SHAW,"Wreck - Submerged, dangerous to surface navigation",28.466944,-96.250247,Low
5761,5816,GUNSMOKE,"Wreck - Submerged, dangerous to surface navigation",28.115289,-96.75359399999999,Low
5762,5818,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.361946999999997,-96.383583,Low
5763,5823,TRANSWORLD 45,"Wreck - Submerged, dangerous to surface navigation",26.038194,-97.128072,High
5764,5824,CAMPESINO,Wreck - Visible,26.050356,-97.150247,Low
5765,5825,NORTHER,"Wreck - Submerged, dangerous to surface navigation",26.064244,-97.14496899999999,Low
5766,5828,MARGARET WEBSTER,"Wreck - Submerged, dangerous to surface navigation",26.069522,-97.138581,Low
5767,5831,MERMAID,Wreck - Visible,26.117019,-97.161914,Low
5768,5832,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.122575,-97.15858100000001,Low
5769,5834,UNKNOWN,Wreck - Visible,26.148332999999997,-97.167778,Poor
5770,5837,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.559369,-97.26616899999999,Poor
5771,5271,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.673883,-96.57025300000001,Low
5772,5273,UNKNOWN,Wreck - Visible,28.667381,-96.580736,High
5773,5838,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.560619,-97.268947,Poor
5774,5839,BEULAH,"Wreck - Submerged, dangerous to surface navigation",26.558675,-97.016911,Low
5775,5840,FAIRWIND,"Wreck - Submerged, dangerous to surface navigation",26.567008,-97.270253,Low
5776,5841,BIG DADDY,"Wreck - Submerged, dangerous to surface navigation",26.617008000000002,-97.283586,Low
5777,5842,CAPTAIN READY,"Wreck - Submerged, dangerous to surface navigation",26.617008000000002,-97.21691899999999,Low
5778,5843,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.067022,-97.144136,Med
5779,5844,UNKNOWN,Wreck - Visible,26.067578,-97.144692,Med
5780,5851,UNKNOWN,Wreck - Visible,28.585556,-96.590361,High
5781,5967,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.868889000000003,-97.133278,High
5782,6969,FAY,Wreck - Visible,29.783558000000003,-95.076094,High
5783,6970,JOEL RUBIN,"Wreck - Submerged, dangerous to surface navigation",29.241906,-93.000153,Poor
5784,6977,ALLEGRO,"Wreck - Submerged, dangerous to surface navigation",29.416903,-93.300156,Poor
5785,6980,MARTHA JANE,"Wreck - Submerged, dangerous to surface navigation",29.616892,-93.050147,Poor
5786,6981,HAWAIIAN BREEZE,"Wreck - Submerged, dangerous to surface navigation",29.625225,-93.083483,Low
5787,6983,CAPTAIN CARL,"Wreck - Submerged, dangerous to surface navigation",29.733556,-93.133481,Low
5788,6986,TOP TACKLE,"Wreck - Submerged, dangerous to surface navigation",29.176906,-93.901836,Poor
5789,5304,UNKNOWN,Wreck - Visible,28.619235999999997,-96.619125,High
5790,6999,HAWKEYE,"Wreck - Submerged, dangerous to surface navigation",29.300233000000002,-93.95016899999999,Low
5791,7001,CARL CHILTON,"Wreck - Submerged, dangerous to surface navigation",29.3669,-93.800164,Low
5792,7003,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.383569,-93.450158,Poor
5793,7004,DRILLER,"Wreck - Submerged, dangerous to surface navigation",29.419294,-93.351881,High
5794,7005,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.433564,-93.783497,Low
5795,7007,GI JOE,"Wreck - Submerged, dangerous to surface navigation",29.466896999999996,-93.76683100000001,Low
5796,5331,UNKNOWN,Wreck - Visible,28.5725,-96.620278,High
5797,7015,MISS BEHAVE,"Wreck - Submerged, dangerous to surface navigation",29.559669,-93.899333,Poor
5798,7018,S.S. W. BEAUMONT,"Wreck - Submerged, dangerous to surface navigation",29.574544,-93.817944,High
