Record #,Vessel Terms,Feature Type,Lat,Lng,GP Quality,Dive Site Name,Dive Site ID,Distance from Wreck
315,GLORIA COLITAUS,Not Charted,29.033575,-95.166875,Low,Mammoth Lake,22135,15.05
316,UNKNOWN,,29.044492,-95.160047,High,Mammoth Lake,22135,15.49
320,ARKANSAS,"Wreck - Submerged, dangerous to surface navigation",29.050242,-95.133539,Low,Mammoth Lake,22135,17.12
324,CITY OF TOLEDO,Not Charted,29.066892,-91.716786,Poor,,,
325,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.066908,-95.016869,Low,The Reef,16975,15.57
327,CARIBE NO.500,Not Charted,29.115222,-91.721786,Low,,,
330,PIONEER,Not Charted,29.133556,-91.698453,Low,,,
331,DR.H.E.WHITE,Not Charted,29.133567,-92.583475,Low,,,
342,EL VIVO,Not Charted,29.166894,-90.000069,Low,,,
343,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.166906,-94.091842,Low,,,
354,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.233572,-94.766861,Low,The Reef,16975,18.95
355,UNKNOWN,Not Charted,29.241611,-89.565892,Low,,,
356,UNKNOWN,Not Charted,29.245236,-94.853528,Low,The Reef,16975,20.07
357,UNKNOWN,Not Charted,29.245889,-94.853517,High,The Reef,16975,20.12
358,TONY S,"Wreck - Submerged, dangerous to surface navigation",29.250225,-89.833403,Med,,,
359,UNKNOWN,Not Charted,29.253569,-94.762692,Low,The Reef,16975,20.35
360,UNKNOWN,,29.258667,-94.694639,High,The Reef,16975,21.42
361,BARBARA JEAN,"Wreck - Submerged, dangerous to surface navigation",29.260225,-89.860069,Med,,,
362,GULF TIDE,"Wreck - Submerged, dangerous to surface navigation",29.263875,-93.657356,High,Stetson Bank National Marine Sanctuary,16943,24.76
363,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.264681,-94.767417,Low,The Reef,16975,21.09
364,PEARL HARBOR,"Wreck - Submerged, dangerous to surface navigation",29.266336,-89.82395799999998,Low,,,
365,TERRY AND MIKE,"Wreck - Submerged, dangerous to surface navigation",29.273569,-94.736858,Low,The Reef,16975,21.90
368,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.288558,-89.883903,Low,,,
369,UNKNOWN,Not Charted,29.288569,-94.786028,Low,The Reef,16975,22.70
372,BESCO,Not Charted,29.298569,-94.671858,Poor,The Reef,16975,24.45
373,LCT BESCO,Not Charted,29.299403,-94.671303,Low,The Reef,16975,24.52
374,LAST CHANCE,"Wreck - Submerged, dangerous to surface navigation",29.300222,-89.816733,Low,,,
375,SC 1063,Not Charted,29.300236,-94.783528,Low,The Reef,16975,23.51
378,PEARL HARBOR,Not Charted,29.316889,-89.8234,Low,,,
381,UNKNOWN,Not Charted,29.324403000000004,-94.694358,Med,,,
6,AMATLAN,Not Charted,22.800386,-97.333433,Poor,,,
8,GRAM KIRK,"Wreck - Submerged, dangerous to surface navigation",28.415278000000004,-96.316914,Low,,,
11,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.096661,-93.327667,Low,Lake Charles,16326,13.42
22,GUNDERSEN,Not Charted,23.533692,-92.583275,Low,,,
384,ATLANTIC,Not Charted,29.333558,-92.396803,Low,,,
386,POLARIS,Not Charted,29.356886,-91.916789,Low,,,
389,EDGAR F. CONEY,"Wreck - Submerged, dangerous to surface navigation",29.3669,-93.00015,Poor,,,
393,UNKNOWN,Not Charted,29.40855,-91.491778,Low,,,
394,UNKNOWN,Not Charted,29.440769,-91.29955,Med,,,
395,UNKNOWN,Not Charted,29.444231,-94.622192,Med,,,
396,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.447097,-93.080986,High,,,
398,SHOAL HARBOR,Not Charted,29.450225,-92.616808,Low,,,
399,GRACE C,,29.450233,-93.116819,Med,,,
402,UNKNOWN,Not Charted,29.466897,-94.555189,Low,,,
405,UNKNOWN,Not Charted,29.500214,-90.716756,Low,,,
406,A B L 92,Not Charted,29.500228000000003,-95.000203,Low,288 Lake,22386,21.73
407,UNKNOWN,Not Charted,29.517728,-94.321853,High,,,
419,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.633556,-93.883497,Low,,,
420,UNKNOWN,Not Charted,29.641872,-89.26671400000002,Low,,,
421,SAN SABA,Not Charted,29.658553,-94.016836,Low,,,
424,WA WA,,29.733553000000004,-93.700158,Poor,,,
425,DONNA MARIE,"Wreck - Submerged, dangerous to surface navigation",29.026911,-95.175208,Low,Mammoth Lake,22135,14.55
426,LINDA,"Wreck - Submerged, dangerous to surface navigation",29.748556,-93.600156,Low,Lake Charles,16326,20.52
427,BELLE,Not Charted,29.753553000000004,-93.116814,Low,Lake Charles,16326,15.43
428,DEWEY,"Wreck - Submerged, dangerous to surface navigation",29.763556,-93.436819,Low,Lake Charles,16326,12.36
57,SURCEASE,Not Charted,24.667039000000006,-97.666883,Low,,,
74,ALKALINER,Not Charted,25.000322,-89.999911,Low,,,
434,GALVESTON USA,,29.916886,-95.166875,Low,288 Lake,22386,23.79
83,SAN BLAS,Not Charted,25.433683,-95.550164,Low,,,
88,MOIRA,Not Charted,25.583689,-96.333536,Low,,,
766,MY BABY,Wreck - Visible,29.452994,-89.710897,Low,,,
110,PALMETTO,"Wreck - Submerged, dangerous to surface navigation",26.064244,-97.144969,Low,Little Sara Gas Rig,24329,8.74
111,LITTLE CHRIS,"Wreck - Submerged, dangerous to surface navigation",26.064522,-97.144692,Med,Little Sara Gas Rig,24329,8.72
114,CUAHUHTEMOC,"Wreck - Submerged, dangerous to surface navigation",26.072022,-97.151358,Low,Little Sara Gas Rig,24329,8.96
120,COLUMBIA,"Wreck - Submerged, dangerous to surface navigation",26.167019,-97.150247,Low,Texas Clipper,17141,8.77
126,SAN PEDRO,Not Charted,26.317017,-97.166914,Poor,Texas Clipper,17141,15.03
129,CAPTAIN GENE,"Wreck - Submerged, dangerous to surface navigation",26.400347,-97.016911,Low,Texas Clipper,17141,17.23
135,CAPTAIN READY,Not Charted,26.617008,-97.216919,Low,,,
136,BIG DADDY,Not Charted,26.617008,-97.283586,Low,,,
786,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.965203,-90.280356,Low,,,
158,ANITA BRYANT,Not Charted,27.225322,-97.350261,Low,,,
168,UNKNOWN,"Wreck - Submerged, nondangerous",27.450317,-96.783586,Low,Rig 784B,23556,18.99
169,UNKNOWN,"Wreck - Submerged, nondangerous",27.475314,-96.65025,Low,Rig 784B,23556,13.28
171,ORION,Not Charted,27.500317,-97.3336,Low,Packery Channel,23001,10.92
5406,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.697181,-96.210764,High,,,
5409,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.674025,-96.231156,Low,,,
5420,UNKNOWN,Wreck - Visible,28.610439000000003,-96.248933,High,,,
5421,UNKNOWN,Wreck - Visible,28.610439000000003,-96.249378,High,,,
7111,UNKNOWN,Wreck - Visible,29.769547,-95.075669,High,288 Lake,22386,19.44
7113,UNKNOWN,Wreck - Visible,29.775272,-95.072922,High,288 Lake,22386,19.81
7114,UNKNOWN,Wreck - Visible,29.777097,-95.072192,High,288 Lake,22386,19.92
7115,CHIPPY,Wreck - Visible,29.784558,-95.098003,High,288 Lake,22386,19.01
5443,GRAND PRIZE,"Wreck - Submerged, dangerous to surface navigation",28.449861,-96.400842,High,,,
7116,UNKNOWN,Wreck - Visible,29.779392,-95.070483,High,288 Lake,22386,20.09
7117,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.780631,-95.071261,High,288 Lake,22386,20.11
7118,UNKNOWN,Wreck - Visible,29.782994,-95.067489,High,288 Lake,22386,20.38
7119,UNKNOWN,Wreck - Visible,29.786892,-95.072428,High,288 Lake,22386,20.31
7120,UNKNOWN,Wreck - Visible,29.791028000000004,-95.073094,High,288 Lake,22386,20.45
7124,UNKNOWN,Wreck - Visible,29.810964,-95.085044,High,288 Lake,22386,20.80
7125,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.814819,-95.087161,High,288 Lake,22386,20.89
7126,UNKNOWN,Wreck - Visible,29.8163,-95.082194,High,288 Lake,22386,21.18
7127,UNKNOWN,Wreck - Visible,29.819544,-95.0776,High,288 Lake,22386,21.53
7128,UNKNOWN,Wreck - Visible,29.849389,-95.096039,High,288 Lake,22386,22.24
5456,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.451944,-96.37025,Low,,,
5467,UNKNOWN,Wreck - Visible,28.432717,-96.345325,High,,,
5468,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.433372,-96.345475,High,,,
5511,KAY C,"Wreck - Submerged, dangerous to surface navigation",28.538608,-96.358581,Low,,,
5802,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.171953,-96.666925,Low,,,
5803,GULF KING 24,"Wreck - Submerged, dangerous to surface navigation",28.321947,-96.421919,Low,,,
5804,FAITHFUL LADY,"Wreck - Submerged, dangerous to surface navigation",28.405278000000006,-96.313581,Low,,,
5806,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.235703000000004,-96.606925,Low,,,
5807,MISS HAYES,"Wreck - Submerged, dangerous to surface navigation",28.31195,-96.446919,Low,,,
5808,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.183619,-96.358583,Low,,,
5810,MATAGORDA PILOT,"Wreck - Submerged, dangerous to surface navigation",28.409447,-96.303583,Low,,,
5811,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.416944,-96.316914,Low,,,
5812,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.455278000000003,-96.276358,Low,,,
5813,FLOSSIE R. SHAW,"Wreck - Submerged, dangerous to surface navigation",28.466944,-96.250247,Low,,,
5816,GUNSMOKE,"Wreck - Submerged, dangerous to surface navigation",28.115289,-96.753594,Low,,,
5818,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.361947,-96.383583,Low,,,
5823,TRANSWORLD 45,"Wreck - Submerged, dangerous to surface navigation",26.038194,-97.128072,High,Little Sara Gas Rig,24329,8.60
5824,CAMPESINO,Wreck - Visible,26.050356,-97.150247,Low,Little Sara Gas Rig,24329,9.40
5825,NORTHER,"Wreck - Submerged, dangerous to surface navigation",26.064244,-97.144969,Low,Little Sara Gas Rig,24329,8.74
5828,MARGARET WEBSTER,"Wreck - Submerged, dangerous to surface navigation",26.069522,-97.138581,Low,Little Sara Gas Rig,24329,8.25
5831,MERMAID,Wreck - Visible,26.117019,-97.161914,Low,Little Sara Gas Rig,24329,9.33
5832,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.122575,-97.158581,Low,Little Sara Gas Rig,24329,9.16
5834,UNKNOWN,Wreck - Visible,26.148333,-97.167778,Poor,Texas Clipper,17141,9.79
5837,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.559369,-97.266169,Poor,,,
5271,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.673883,-96.570253,Low,,,
5273,UNKNOWN,Wreck - Visible,28.667381,-96.580736,High,,,
5838,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.560619,-97.268947,Poor,,,
5839,BEULAH,"Wreck - Submerged, dangerous to surface navigation",26.558675,-97.016911,Low,,,
5840,FAIRWIND,"Wreck - Submerged, dangerous to surface navigation",26.567008,-97.270253,Low,,,
5841,BIG DADDY,"Wreck - Submerged, dangerous to surface navigation",26.617008,-97.283586,Low,,,
5842,CAPTAIN READY,"Wreck - Submerged, dangerous to surface navigation",26.617008,-97.216919,Low,,,
5843,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.067022,-97.144136,Med,Little Sara Gas Rig,24329,8.63
5844,UNKNOWN,Wreck - Visible,26.067578,-97.144692,Med,Little Sara Gas Rig,24329,8.65
5851,UNKNOWN,Wreck - Visible,28.585556,-96.590361,High,,,
5967,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.868889000000006,-97.133278,High,Port A Jetties,23000,5.51
6969,FAY,Wreck - Visible,29.783558000000006,-95.076094,High,288 Lake,22386,20.00
6970,JOEL RUBIN,"Wreck - Submerged, dangerous to surface navigation",29.241906,-93.000153,Poor,Stetson Bank National Marine Sanctuary,16943,24.92
6977,ALLEGRO,"Wreck - Submerged, dangerous to surface navigation",29.416903,-93.300156,Poor,,,
6980,MARTHA JANE,"Wreck - Submerged, dangerous to surface navigation",29.616892,-93.050147,Poor,,,
6981,HAWAIIAN BREEZE,"Wreck - Submerged, dangerous to surface navigation",29.625225,-93.083483,Low,Lake Charles,16326,23.45
6983,CAPTAIN CARL,"Wreck - Submerged, dangerous to surface navigation",29.733556,-93.133481,Low,Lake Charles,16326,15.71
6986,TOP TACKLE,"Wreck - Submerged, dangerous to surface navigation",29.176906,-93.901836,Poor,,,
5304,UNKNOWN,Wreck - Visible,28.619236,-96.619125,High,,,
6999,HAWKEYE,"Wreck - Submerged, dangerous to surface navigation",29.300233,-93.950169,Low,,,
7001,CARL CHILTON,"Wreck - Submerged, dangerous to surface navigation",29.3669,-93.800164,Low,,,
7003,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.383569,-93.450158,Poor,Stetson Bank National Marine Sanctuary,16943,24.86
7004,DRILLER,"Wreck - Submerged, dangerous to surface navigation",29.419294,-93.351881,High,,,
7005,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.433564,-93.783497,Low,,,
7007,GI JOE,"Wreck - Submerged, dangerous to surface navigation",29.466897,-93.766831,Low,,,
5331,UNKNOWN,Wreck - Visible,28.5725,-96.620278,High,,,
7015,MISS BEHAVE,"Wreck - Submerged, dangerous to surface navigation",29.559669,-93.899333,Poor,,,
7018,S.S. W. BEAUMONT,"Wreck - Submerged, dangerous to surface navigation",29.574544,-93.817944,High,,,
7022,CAPT. PHILL,"Wreck - Submerged, dangerous to surface navigation",29.671892,-93.426822,Poor,Lake Charles,16326,17.50
7025,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.691892,-93.584322,Med,Lake Charles,16326,22.09
7026,MARY M,"Wreck - Submerged, dangerous to surface navigation",29.700222,-93.608492,Poor,Lake Charles,16326,22.84
7027,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.705222,-93.613492,Low,Lake Charles,16326,22.86
7028,WHIPPOOR WILL,"Wreck - Submerged, dangerous to surface navigation",29.710222,-93.681825,Med,,,
7029,SEA NYMPH,"Wreck - Submerged, dangerous to surface navigation",29.600222,-93.8835,Poor,,,
7031,BEULAH,"Wreck - Submerged, dangerous to surface navigation",29.641158,-93.812867,High,,,
7032,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.640461,-93.828347,High,,,
7034,ESTHER,"Wreck - Submerged, dangerous to surface navigation",29.648556,-93.819606,Med,,,
7035,ANTHONY T,"Wreck - Submerged, dangerous to surface navigation",29.666889,-93.776828,Low,,,
7036,CORE LEE,"Wreck - Submerged, dangerous to surface navigation",29.675222,-93.775161,Low,,,
7053,BARGE RO-6,"Wreck - Submerged, nondangerous",28.966894,-88.916703,Low,,,
5363,BILDOT,"Wreck - Submerged, dangerous to surface navigation",28.545881,-96.491606,High,,,
5377,UNKNOWN,Wreck - Visible,28.523608000000007,-96.438583,Low,,,
13556,FELIX,Wreck - Visible,30.245972,-93.247083,Low,Lake Charles,16326,23.96
13557,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.246389,-93.245417,Low,Lake Charles,16326,24.01
13558,UNKNOWN,Wreck - Visible,30.24725,-93.245556,Low,Lake Charles,16326,24.07
13559,ADLER,Wreck - Visible,30.248611,-93.246444,Low,Lake Charles,16326,24.15
13560,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.250358,-93.244928,Low,Lake Charles,16326,24.28
12428,F/V COBIA,"Wreck - Submerged, nondangerous",28.183333,-94.348333,Low,Stetson Bank (Texas Flower Gardens),22094,3.31
12429,F/V GULF KING,"Wreck - Submerged, nondangerous",28.20025,-94.250167,Low,Stetson Bank (Texas Flower Gardens),22094,3.74
13609,UNKNOWN,"Wreck - Submerged, nondangerous",30.079481,-93.726378,High,,,
13610,UNKNOWN,"Wreck - Submerged, nondangerous",30.07875,-93.725858,High,,,
13613,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.420586,-93.94515,High,,,
13615,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.076917,-94.079656,High,,,
13639,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.83895,-93.331092,High,Lake Charles,16326,4.65
13652,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.364617,-94.891394,High,,,
13655,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.363478000000004,-94.656908,High,,,
14146,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.653903000000003,-91.244078,High,,,
14147,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.702942,-91.220694,High,,,
14148,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.706792,-91.222353,High,,,
14149,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.704883,-91.221972,High,,,
14150,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.723906,-91.219331,High,,,
14151,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.707156,-91.221953,High,,,
14152,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.654439,-91.243836,High,,,
12473,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.875611,-95.272614,High,Mammoth Lake,22135,13.72
13682,F/V SEA KERNEL,"Wreck - Submerged, dangerous to surface navigation",29.616161,-91.252911,Low,,,
13684,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.669694,-91.231278,Low,,,
13685,UNKNOWN,Wreck - Visible,29.669944,-91.230861,Low,,,
13686,UNKNOWN,,29.671236,-91.228269,Low,,,
13687,UNKNOWN,Wreck - Visible,29.684167,-91.219167,Low,,,
13688,UNKNOWN,Wreck - Visible,29.684778,-91.217722,Low,,,
13690,UNKNOWN,Wreck - Visible,29.708056,-91.218778,Low,,,
13692,UNKNOWN,Wreck - Visible,29.684708,-91.172528,Low,,,
13693,UNKNOWN,Not Charted,26.065356,-97.148581,Low,Little Sara Gas Rig,24329,8.93
13711,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.684689,-91.178167,Poor,,,
13216,MISS JESSLYN,"Wreck - Submerged, dangerous to surface navigation",28.983567,-90.250078,Poor,,,
13219,MURMANILL,"Wreck - Submerged, dangerous to surface navigation",29.01844,-90.281099,High,,,
13346,UNKNOWN,"Wreck - Submerged, nondangerous",27.835,-97.043333,Med,Port A Jetties,23000,0.46
13347,BERTRAM,"Wreck - Submerged, nondangerous",27.836111,-97.0425,Med,Port A Jetties,23000,0.49
13348,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.819722,-97.183611,Low,Corpus Christi Bay,24321,5.99
12781,M/V BECK II,"Wreck - Submerged, dangerous to surface navigation",28.783564,-91.73345,Poor,,,
12782,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.800222,-91.683444,Low,,,
12783,PHILIDELPHIA,"Wreck - Submerged, dangerous to surface navigation",28.775233,-91.613444,Med,,,
12784,KATHY MARLENE,"Wreck - Submerged, dangerous to surface navigation",28.788333,-91.586667,Med,,,
13419,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.525,-94.893333,Low,,,
13420,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.450278000000004,-94.835278,Low,,,
13425,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.345,-94.678333,Low,,,
13427,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.333361,-94.7,Low,,,
13428,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.338333,-94.726667,Low,,,
13429,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.358139,-94.744611,Low,,,
13928,UNKNOWN,Wreck - Visible,29.595,-92.028333,Low,,,
13933,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.155225,-90.965094,Low,,,
12786,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.600239,-91.158428,Low,,,
12791,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.8,-91.233333,Low,,,
12793,CAPTIAN JORY,"Wreck - Submerged, dangerous to surface navigation",28.7669,-91.291767,Low,,,
12803,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.883556,-91.250083,Poor,,,
13435,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.34855,-94.64355,Low,,,
13437,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.313333,-94.828333,Low,The Reef,16975,24.52
13441,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.200833000000006,-90.032833,Low,,,
13442,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.250833,-89.61,Low,,,
13443,CAPTAIN SNOWBALL,"Wreck - Submerged, dangerous to surface navigation",29.166667,-90.05,Poor,,,
13444,DAVID MCCALL,Wreck - Visible,29.165,-90.07,Low,,,
13446,WILMA G,"Wreck - Submerged, dangerous to surface navigation",29.241667,-89.9,Low,,,
13448,DAHN FIHO,"Wreck - Submerged, dangerous to surface navigation",29.275,-89.7,Low,,,
13449,DENA ALLYSON,"Wreck - Submerged, dangerous to surface navigation",29.25856,-89.936738,Poor,,,
13452,SOL,"Wreck - Submerged, dangerous to surface navigation",29.103333000000006,-90.151111,Low,,,
13455,FRANCES,"Wreck - Submerged, dangerous to surface navigation",29.145,-90.00666700000002,Low,,,
13456,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.940833,-90.113611,Low,,,
13458,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.161111,-90.001667,Low,,,
13461,CAPTAIN SNOWBALL,"Wreck - Submerged, dangerous to surface navigation",29.19,-90.031667,Low,,,
13463,JOAN OF ARC,"Wreck - Submerged, dangerous to surface navigation",29.133333,-90.116667,Low,,,
13464,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.250833,-89.608333,Low,,,
13941,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.051667,-90.583167,Low,,,
13944,UNKNOWN,Wreck - Visible,29.096667,-90.583333,Low,,,
13947,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.611667,-92.026667,Low,,,
13948,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.553333,-92.129167,Low,,,
12372,UNKNOWN,"Wreck - Submerged, nondangerous",27.808861,-93.891833,Low,West Flower Garden Bank (Texas Flower Gardens),22093,6.62
12373,UNKNOWN,"Wreck - Submerged, nondangerous",28.006667,-93.73,Low,West Flower Garden Bank (Texas Flower Gardens),22093,10.39
12374,P/C SON SHINE,"Wreck - Submerged, nondangerous",28.29,-94.24,Low,Stetson Bank (Texas Flower Gardens),22094,9.26
13545,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.798333000000003,-93.345556,Low,Lake Charles,16326,7.59
13546,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.815556,-93.347222,Low,Lake Charles,16326,6.50
13552,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.098533000000003,-93.325517,Low,Lake Charles,16326,13.54
13553,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.1,-93.325733,Low,Lake Charles,16326,13.64
13554,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.136111,-93.322222,Low,Lake Charles,16326,16.12
13555,UNKNOWN,Wreck - Visible,30.240833,-93.245833,Low,Lake Charles,16326,23.63
14015,LADY NELLIE,"Wreck - Submerged, dangerous to surface navigation",29.278833,-89.666,Low,,,
14019,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.175225,-89.533389,Low,,,
14020,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.197222,-89.51,Low,,,
14021,DOLLY DIMPLES,"Wreck - Submerged, dangerous to surface navigation",29.180225,-89.496719,Low,,,
14022,UNKNOWN,Wreck - Visible,29.141667,-89.475,Low,,,
14023,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.121617,-89.485333,Low,,,
14026,LADY BIRD,"Wreck - Submerged, dangerous to surface navigation",29.110228000000006,-89.43005,Low,,,
14027,LADY OF THE SEA,"Wreck - Submerged, dangerous to surface navigation",29.103564,-89.471722,Low,,,
14028,BIG FOOT II,Wreck - Visible,29.058564,-89.438389,Low,,,
14029,BOUNCER,Wreck - Visible,29.025233,-89.39171400000002,Low,,,
14030,UNKNOWN,Wreck - Visible,29.017222,-89.40527800000002,Low,,,
14031,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.017572,-89.401664,Low,,,
14032,WHITE BEAR,"Wreck - Submerged, dangerous to surface navigation",28.971667,-89.43333299999998,Low,,,
12378,F/V PRANS,"Wreck - Submerged, nondangerous",28.303333,-94.125,Low,Stetson Bank (Texas Flower Gardens),22094,14.16
9158,UNKNOWN,Wreck - Visible,29.555264,-95.052519,High,288 Lake,22386,17.66
9159,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.555264,-95.052519,High,288 Lake,22386,17.66
9170,UNKNOWN,Wreck - Visible,29.548697,-95.018967,High,288 Lake,22386,19.72
9173,UNKNOWN,Wreck - Visible,29.552064,-95.021061,High,288 Lake,22386,19.55
9177,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.549153000000004,-95.002428,High,288 Lake,22386,20.69
9920,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.718447,-93.366147,High,Lake Charles,16326,13.23
9181,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.5515,-95.017861,High,288 Lake,22386,19.75
9191,UNKNOWN,Wreck - Visible,29.5421,-95.034136,High,288 Lake,22386,18.94
9205,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.546336,-95.006714,High,288 Lake,22386,20.48
9578,TX 7801-WS,Wreck - Visible,29.44775,-94.9185,High,,,
9581,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.454861,-94.914806,High,,,
9585,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.454519,-94.922722,High,,,
9587,UNKNOWN,Wreck - Visible,29.471183,-94.926817,High,,,
9221,PROWLER,"Wreck - Submerged, dangerous to surface navigation",29.583108000000006,-94.996192,High,288 Lake,22386,20.74
9224,ELDORA GRAY,"Wreck - Submerged, dangerous to surface navigation",29.548283,-95.01715,Low,288 Lake,22386,19.84
9229,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.503333,-94.883333,Low,,,
9599,BIG ORANGE VIII,,29.464675,-94.962147,High,Twin Lakes Scuba Park,22070,24.73
9600,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.4631,-94.964136,High,Twin Lakes Scuba Park,22070,24.61
9601,UNKNOWN,Wreck - Visible,29.462003000000006,-94.968333,High,Twin Lakes Scuba Park,22070,24.36
9602,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.461014,-94.972128,High,Twin Lakes Scuba Park,22070,24.13
9603,UNKNOWN,Wreck - Visible,29.461178000000004,-94.972972,High,Twin Lakes Scuba Park,22070,24.08
9604,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.460967,-94.974497,High,Twin Lakes Scuba Park,22070,23.99
9615,UNKNOWN,Wreck - Visible,29.660947,-94.998544,High,288 Lake,22386,20.85
9231,RED TURTLE,"Wreck - Submerged, dangerous to surface navigation",29.508561,-94.883533,Low,,,
9232,NELLIE META,"Wreck - Submerged, dangerous to surface navigation",29.508561,-94.891867,Low,,,
9235,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.516894,-94.893533,Low,,,
